Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
best clothing to sell,43,0,20,69,1.51,https://poshmark.com/,0,0,0.00,0.37,1070000000,"[0,66,66,66,66,66,66,66,66,66,0,0]",2023-04-07,"Image pack, Site links, Image, Video Carousel, People also ask, FAQ, Indented, Related searches",commercial,Organic
pink prom shoes,12,12,480,25,0.27,https://poshmark.com/browse/pink-heels-for-prom,6,0,1.00,1,42900000,"[68,100,31,4,4,7,8,7,5,3,20,31]",2023-04-05,"Image pack, Video, Image, People also ask",informational,Organic
cole & son,53,53,590,11,1.45,https://poshmark.com/brand/Cole%20&%20Son,0,0,0.00,1,201000000,"[13,13,13,13,16,20,20,20,100,16,24,20]",2023-03-26,"Video, Image, AdWords bottom",navigational,Organic
latin dance skirt,5,5,90,14,0.73,https://poshmark.com/browse/latin-dance-skirts,3,0,2.00,1,59,"[80,66,42,33,33,42,52,52,42,33,33,42]",2023-03-29,People also ask,commercial,Organic
grateful dead weather report suite,80,80,110,18,0.00,https://poshmark.com/listing/Grateful-Dead-Weather-Report-Suite-Eighth-Set-Vintage-Novelty-Necktie-62712864771b8eaed680e4f1,0,0,0.00,0,3330000,"[52,82,29,64,64,64,64,82,82,82,64,52]",2023-03-16,"Knowledge panel, Image pack, Site links, Video, Video Carousel, People also ask","informational, transactional",Organic
huarache vegan,39,39,140,11,0.62,https://poshmark.com/listing/Urban-Outfitters-Huarache-Vegan-Leather-Block-Heel-Sandals-size-10-63802d588634cb9859a3ba0e,0,0,0.00,1,82,"[34,81,65,100,65,53,53,0,15,9,9,9]",2023-03-13,"Image pack, Reviews, Video, Image, People also ask",commercial,Organic
cutie beans,61,0,1300,4,0.25,https://poshmark.com/listing/Cutie-Beans-Bundle-of-5-63f96ee98bb2e215d0d755e4,0,0,0.00,1,4080000,"[36,44,36,44,44,36,36,36,24,27,20,20]",2023-04-07,"AdWords bottom, People also ask, Indented, Related searches",informational,Organic
moncler tiya,23,23,20,10,4.70,https://poshmark.com/listing/Moncler-Tiya-Hooded-Jacket-Size-3-631fccc0bd0629c805cc4a4b,0,0,0.00,1,54,"[0,100,100,100,100,100,0,100,100,100,100,100]",2023-03-18,"Image pack, Video, Image",informational,Organic
womens cut out booties,10,10,210,24,0.49,https://poshmark.com/browse/cut-out-chunky-ankle-boots,4,0,2.00,1,77,"[54,23,36,15,4,36,54,54,23,5,9,4]",2023-03-31,"Image pack, Video, Image, People also ask",commercial,Organic
roberto coin initial necklace sale,41,41,20,37,1.10,https://poshmark.com/brand/Roberto_Coin,0,0,0.00,1,6540000,"[7,5,5,5,5,7,5,5,5,7,5,5]",2023-04-06,"Image pack, Site links, Video, Image, AdWords bottom, People also ask, Indented, Popular products, Related searches",transactional,Organic
hot wheels 1971 buick riviera,29,29,40,24,0.00,https://poshmark.com/listing/Hot-Wheels-1971-Buick-Riviera-2005-Blue-Realistix-Car-Mattel-164-Diecast-Used-63e912d795ec708acae6aff6,0,0,0.00,0.98,56,"[100,18,18,18,18,18,18,18,18,18,100,18]",2023-03-13,"Knowledge panel, Image pack, Video, Image, People also ask",informational,Organic
tupac bobblehead,14,14,70,21,0.17,https://poshmark.com/listing/New-Tupac-Shakur-Bobblehead-2pac-Limited-Edition-5c5dad7d7d70fb0420dc0e8a,0,0,0.00,1,82,"[52,52,52,52,52,41,41,52,41,41,64,41]",2023-03-16,"Image pack, Video, Image","informational, transactional",Organic
laker 3s,18,18,70,30,0.00,https://poshmark.com/listing/Laker-13s-5e4e94198d6f1aac54aaac5b,0,0,0.00,0.99,65,"[35,64,64,35,35,14,78,64,78,28,35,14]",2023-03-15,"Image pack, Tweet, Video, Image",informational,Organic
mr zip usps,44,44,170,33,0.00,https://poshmark.com/listing/USPS-Mr-Zip-tshirt-size-M-6212b7d73a0db95c96dccafb,0,0,0.00,1,81,"[65,53,65,53,65,53,43,34,34,43,28,28]",2023-03-31,"Knowledge panel, Video, People also ask","informational, transactional",Organic
lafont glasses price,8,8,30,21,0.19,https://poshmark.com/brand/Lafont,0,0,0.00,1,37,"[75,50,75,75,50,50,100,100,75,75,100,50]",2023-03-25,"AdWords bottom, People also ask",commercial,Organic
snakehead cowrie,61,61,30,4,0.00,https://poshmark.com/listing/Snakehead-Cowrie-Shell-Earrings-613d2da4efd0e433ff80ea26,0,0,0.00,1,89,"[100,27,18,18,18,18,18,18,18,18,27,18]",2023-03-10,"Image pack, Video, Image, People also ask",informational,Organic
bratz collaborations,34,34,40,39,0.72,https://poshmark.com/brand/bratz,0,0,0.00,0.92,66,"[22,77,44,55,33,22,22,22,33,44,100,77]",2023-03-15,"Image pack, Site links, Video, Image, People also ask",informational,Organic
lees womens jeans,17,17,140,46,1.06,https://poshmark.com/listing/LEES-Womens-Jeans-636369b302760b784ba8eeee,0,0,0.00,1,50,"[66,66,66,66,42,42,42,52,66,80,66,80]",2023-03-17,"Site links, Video, Image, AdWords bottom, People also ask",transactional,Organic
lees womens jeans,18,18,140,46,1.06,https://poshmark.com/listing/Lees-Womens-Jeans-62bcce3c67bd915d3260bf79,0,0,0.00,1,50,"[66,66,66,66,42,42,42,52,66,80,66,80]",2023-03-17,"Site links, Video, Image, AdWords bottom, People also ask",transactional,Organic
redbarrelstudio,13,13,70,38,0.84,https://poshmark.com/brand/Red_Barrel_Studio,0,0,0.00,1,44,"[37,0,1,0,0,0,0,0,0,0,2,0]",2023-04-06,"Site links, Video, Image, AdWords bottom, People also ask, Indented, Related searches",commercial,Organic
paul mitchell marula oil discontinued,8,8,30,18,0.00,https://poshmark.com/listing/Paul-Mitchell-MarulaOil-Rare-Oil-Replenishing-Shampoo-RARE-DISCONTINUED-629bc47d9bd5ef009da8d408,0,0,0.00,1,47,"[78,50,21,14,14,14,14,14,14,14,14,14]",2023-03-08,"Image pack, Video, Image, People also ask",informational,Organic
totem boots,85,85,70,11,0.57,https://poshmark.com/listing/COUGAR-TOTEM-BOOTS-WATERPROOF-SIZE-7-61f71ed36914123b612c42ed,0,0,0.00,1,7250000,"[11,11,11,11,11,11,64,100,64,82,100,82]",2023-03-26,"Video, Image",commercial,Organic
spider web gloves,60,60,260,17,0.26,https://poshmark.com/listing/Sheer-Spider-Web-Gloves-Black-Gold-Elbow-Gloves-5f74dff42b46b57fa314509f,0,0,0.00,1,20300000,"[36,36,36,23,23,15,23,44,81,44,36,23]",2023-03-17,"Image pack, Video, Image","commercial, informational",Organic
plague doctor valentine plush,35,35,140,26,0.55,https://poshmark.com/listing/NWT-Squishable-Mini-Valentines-Plague-Doctor-and-Nurse-Set-DEADSTOCK-6404d7453074d5fd75edb11c,0,0,0.00,0.29,76,"[0,28,11,100,0,0,66,15,0,66,0,18]",2023-03-29,"Knowledge panel, Image pack, Video, Image",informational,Organic
michael kors rory bootie,28,28,110,12,0.00,https://poshmark.com/listing/Michael-Kors-Rory-Bootie-601afa5867bd91bfbdd6b084,0,0,0.00,1,59,"[5,5,5,5,5,5,28,35,100,82,43,35]",2023-03-25,"Image pack, Video, Image, Shopping ads",commercial,Organic
kalinnu gown,2,2,50,13,0.51,https://poshmark.com/brand/Kalinnu,6,0,3.00,1,40,"[9,9,52,52,52,52,9,52,9,9,9,9]",2023-04-04,"Image pack, Site links, Video, Image",commercial,Organic
opticover wifi repeater setup,40,40,50,11,1.69,https://poshmark.com/listing/Opticover-1200mbps-WIFI-Range-Extender-AC1200-Brand-New-61bed2ad86dcbbcf0c0b0cfa,0,0,0.00,0.04,57,"[23,52,41,11,11,11,41,64,23,11,41,41]",2023-03-22,"Image pack, Featured snippet, Video Carousel, People also ask",informational,Organic
where are miracle brand sheets made,80,80,20,34,2.71,https://poshmark.com/listing/Miracle-Brand-King-Bed-Sheet-Set-Brand-New-62eeef7e3b982a9065d36af0,0,0,0.00,0.79,6660000,"[28,28,28,28,28,28,28,28,28,28,28,28]",2023-04-05,"Site links, Video, Featured snippet, Image, AdWords bottom, Video Carousel, People also ask",informational,Organic
bobber life jacket,36,36,260,18,0.29,https://poshmark.com/listing/75ourpriceonline90New-wts-2-in-1Human-Bobber-Human-Life-Vest-Life-Jacket-621568e493649f1a520d7778,0,0,0.00,0.47,84,"[5,24,3,5,30,8,16,36,16,24,3,67]",2023-03-13,"Image pack, Video, Image, AdWords bottom, People also ask",commercial,Organic
where to buy blinc mascara,89,0,20,46,0.87,https://poshmark.com/brand/Blinc,0,0,0.00,1,1880000,"[11,11,11,11,11,11,11,11,11,11,11,11]",2023-04-07,"Knowledge panel, Local pack, Image pack, Image, People also ask, Indented, Related products, Related searches",transactional,Organic
bob ross finger,50,50,260,34,0.00,https://poshmark.com/listing/Bob-Ross-artist-finger-puppet-5f121f10800f640e848d9d50,0,0,0.00,0,14200000,"[54,54,36,36,23,29,19,23,44,29,54,54]",2023-03-12,"Image pack, Site links, Video, Image, People also ask, FAQ",informational,Organic
coach citysole runner men's,19,19,30,16,0.00,https://poshmark.com/listing/Coach-Mens-Citysole-Runner-633cba904bd760f47da3eaa4,0,0,0.00,1,29,"[18,18,27,18,18,18,18,18,18,100,18,18]",2023-04-03,"Knowledge panel, Image pack, Video, Image, Shopping ads","informational, transactional",Organic
holiday time greenhouse,12,12,40,25,0.12,https://poshmark.com/listing/Holiday-Time-Village-Greenhouse-Lights-up-639a48ea308f07d24240e513,0,0,0.00,1,25600000,"[27,18,18,18,18,18,18,18,18,100,100,18]",2023-03-13,"Knowledge panel, Image pack, Image","informational, transactional",Organic
oakley o matter,55,55,50,24,0.00,https://poshmark.com/listing/Vintage-OAKLEY-O-MATTER-SOFTWARE-Genuine-Hat-Cap-White-Mesh-USA-Made-RARE--63dbee571741be2d047562cb,0,0,0.00,1,7660000,"[36,36,100,63,45,45,36,36,27,36,45,45]",2023-04-03,"Site links, Video, Image, People also ask",informational,Organic
scandinavian sweaters womens,10,10,90,32,0.67,https://poshmark.com/browse/scandinavian-sweaters,1,0,1.00,1,91,"[14,4,6,8,4,4,8,10,35,66,66,18]",2023-03-16,"Image pack, Site links, Video, Image, People also ask",informational,Organic
christmas cactus light up,81,81,30,17,0.00,https://poshmark.com/listing/Light-Up-Ceramic-Christmas-Cactus-5f1dcc2d9207862f7811e5f2,0,0,0.00,1,26100000,"[7,7,7,7,0,7,7,7,42,42,7,7]",2023-03-27,"Image pack, Video, Image, FAQ",commercial,Organic
srixon golf hats,33,33,320,4,0.27,https://poshmark.com/brand/Srixon,0,0,0.00,1,72,"[54,54,81,66,44,23,44,19,15,19,29,36]",2023-03-19,"Video, Image, AdWords bottom, FAQ",commercial,Organic
pumpkin power saw,53,53,30,21,0.00,https://poshmark.com/listing/NEW-Pumpkin-Masters-Power-Saw-Pumpkin-Carving-Tool-6403d5bc932a8a47599d9ed8,0,0,0.00,0.67,22300000,"[14,9,9,9,0,0,9,9,100,9,9,9]",2023-03-21,"Knowledge panel, Image pack, Video, Image, AdWords bottom, Video Carousel, People also ask","informational, transactional",Organic
duchin creations,3,3,30,17,0.09,https://poshmark.com/brand/duchin,2,0,0.00,1,72,"[20,0,60,100,60,60,60,60,80,80,80,80]",2023-03-13,"Image pack, Video, Image",informational,Organic
van briggle pottery pitcher,8,8,40,12,0.00,https://poshmark.com/brand/Van%20Briggle,0,0,0.00,0.97,80,"[18,18,18,18,18,18,18,18,18,18,100,100]",2023-04-02,"Image pack, Site links, Video, Image, People also ask",commercial,Organic
peanuts bath mat,23,23,30,15,0.31,https://poshmark.com/listing/Peanuts-snoopy-Charlie-Brown-Lucy-Linus-bathroom-floor-bedroom-carpet-rug-mat-6327eaf4f8c5dad9922dfcac,0,0,0.00,1,64,"[17,11,11,11,11,17,11,11,11,100,17,11]",2023-03-20,"Image pack, Video, Image, People also ask",informational,Organic
george and martha washington china,25,25,40,6,0.00,https://poshmark.com/listing/Martha--George-Washington-plate-7-12-inches-63e84ee5eb7e7a0f8fc8bce5,0,0,0.00,0.99,97,"[27,18,18,18,18,18,18,18,18,18,100,100]",2023-03-15,"Image pack, Video, Image",informational,Organic
george and martha washington china,24,24,40,6,0.00,https://poshmark.com/listing/Stetson-China-22K-Gold-Rim-Vintage-Plate-George-Martha-Washington-Collectible-63e5a1870a6a86dd922bda04,0,0,0.00,0.99,97,"[27,18,18,18,18,18,18,18,18,18,100,100]",2023-03-15,"Image pack, Video, Image",informational,Organic
dream architect clothing,4,4,90,0,1.42,https://poshmark.com/brand/dream%20architect,5,0,8.00,0.95,11100000,"[22,22,29,22,10,18,18,22,14,10,18,6]",2023-04-06,"Image pack, Image, Related searches",informational,Organic
women's fair isle sweater vest,26,26,50,15,0.89,https://poshmark.com/browse/fair-isle-sweater,0,0,0.00,1,96,"[35,35,28,28,50,78,0,0,0,7,100,64]",2023-04-06,"Image pack, Video, Image, Indented, Popular products, Related searches",commercial,Organic
50 style wedding dresses,21,21,40,40,0.50,https://poshmark.com/browse/50s-style-wedding-dresses,0,0,0.00,1,77200000,"[63,45,18,27,81,0,27,63,18,18,63,63]",2023-03-30,"Image pack, Video, Image","informational, transactional",Organic
best black sneakers for work,35,35,70,49,1.13,https://poshmark.com/browse/mens-black-sneakers-for-work,0,0,0.00,1,263000000,"[21,78,14,14,78,78,14,78,14,14,78,78]",2023-03-13,"Image pack, Site links, Video, Image, People also ask",commercial,Organic
ivy park drop,25,25,140,44,2.88,https://poshmark.com/brand/Adidas%20x%20Ivy%20Park,0,0,0.00,0.89,32700000,"[3,3,3,4,8,1,1,1,1,1,3,16]",2023-03-28,"Video, Image, People also ask",informational,Organic
tiny diamond pendant,56,56,40,27,1.38,https://poshmark.com/browse/tiny-diamond-pendant-necklace,0,0,0.00,1,21800000,"[11,11,11,11,11,100,11,17,11,17,11,11]",2023-03-25,"Image pack, Video, Image",commercial,Organic
men's chinese wedding jacket,22,22,40,10,0.00,https://poshmark.com/listing/Shang-Jacket-Mens-Chinese-Wedding-Changsan-60d2279b4fd23a3caabc4a7b,0,0,0.00,1,50,"[100,18,100,18,18,18,18,18,18,18,18,18]",2023-03-19,"Image pack, Image","informational, transactional",Organic
bauer mustard,28,28,50,18,0.00,https://poshmark.com/listing/Eddie-Bauer-Mustard-Long-Sleeve-Shirt-60b8f7ef3a0db9e2df46e6db,0,0,0.00,0.64,4210000,"[44,77,55,33,55,77,77,33,33,44,44,44]",2023-03-24,"Knowledge panel, Image pack, Reviews, Video, Image, FAQ",informational,Organic
alfani boxer briefs,8,8,110,19,0.39,https://poshmark.com/brand/Alfani-Men-Underwear_&_Socks-Boxer_Briefs,2,0,1.00,1,46,"[34,53,42,42,42,53,42,42,42,53,53,42]",2023-03-20,People also ask,"informational, transactional",Organic
lace dresses cheap,9,9,30,31,0.48,https://poshmark.com/browse/cheap-lace-dresses-for-sale,0,0,0.00,0.96,133000000,"[42,57,42,42,42,57,57,100,57,28,28,0]",2023-03-13,"Image pack, Video, Image",commercial,Organic
wwe wolf pack,32,30,110,38,0.00,https://poshmark.com/listing/NWO-WCW-Wolf-Pack-WWE-wrestling-Graphics-Tee-Shirt-5f1a7893ce1e874d25471174,0,0,0.00,0,15900000,"[100,53,34,34,53,42,34,34,26,34,34,42]",2023-04-07,"Image pack, Site links, Video, Image, People also ask, Indented, Related searches",informational,Organic
mummy costume women's,36,36,30,30,0.30,https://poshmark.com/listing/Mummy-Costume-Womens-Large-BRAND-NEW-36-6353ca638d7a3c6f0696abe6,0,0,0.00,1,68,"[0,0,0,0,0,5,19,15,1,0,0,0]",2023-04-05,"Image pack, Video, Image, People also ask",informational,Organic
pioneer woman birthday decorations,14,14,90,27,0.10,https://poshmark.com/listing/Pioneer-Woman-Birthday-Decorations-Bundle-5e70065221cd0a98b1a98f15,0,0,0.00,1,61,"[34,53,42,26,42,26,26,34,34,19,19,42]",2023-03-23,"Image pack, Reviews, Video, Image",informational,Organic
baby blue white sox hat,21,21,50,10,0.00,https://poshmark.com/listing/Baby-Blue-Denim-with-Purple-Logo-Chicago-White-Sox-hat-NWT-61db94ed920786bf4cbd1c99,0,0,0.00,0,72,"[42,42,33,42,33,42,23,9,9,14,19,4]",2023-03-25,"Image pack, Video, Image",commercial,Organic
jurassic world claire barbie doll,40,40,70,16,0.00,https://poshmark.com/category/Kids,0,0,0.00,0.19,47,"[100,100,100,63,81,100,63,45,63,45,45,18]",2023-03-13,"Knowledge panel, Image pack, Image, Video Carousel, People also ask","informational, transactional",Organic
keen stingray,59,59,170,14,0.33,https://poshmark.com/listing/Keen-Kids-Stingray-Water-Sandals-6326612da0aeb7f986a4eb3e,0,0,0.00,1,1710000,"[29,100,66,81,66,29,10,6,6,10,8,18]",2023-03-16,"Image pack, Video, Image, AdWords bottom","informational, transactional",Organic
polar bear pillowpet,15,15,70,21,0.24,https://poshmark.com/listing/Polar-bear-pillow-pet-61290972446e591bdd4b439e,0,0,0.00,1,59,"[52,52,41,100,41,52,64,41,64,0,0,0]",2023-03-29,"Image pack, Video, Image",commercial,Organic
nike jacket xxl,23,23,30,30,0.00,https://poshmark.com/listing/Nike-NSW-Tropical-Jacket-Floral-Full-Zip-XXL-big-tall-61f9a790c32ee6efa9d4ba47,0,0,0.00,1,69,"[18,18,18,18,18,18,18,18,100,18,18,18]",2023-03-29,"Image pack, Video, Image",informational,Organic
where can i sell prom dresses,37,37,110,44,1.28,https://poshmark.com/brand/prom%20dress,0,0,0.00,0.46,21200000,"[3,7,5,4,3,4,3,3,3,2,2,5]",2023-03-13,"Local pack, Site links, Image, People also ask, FAQ",commercial,Organic
viparspectra v600,38,38,50,12,0.24,https://poshmark.com/listing/Viparspectra-LED-Model-V600-5f9710fd736720a9b38125cb,0,0,0.00,1,65,"[23,23,19,23,19,33,52,23,33,33,23,23]",2023-03-16,"Image pack, Video, Image, People also ask","informational, transactional",Organic
twenty øne piløts backpack,33,33,140,18,0.00,https://poshmark.com/listing/NWT-Twenty-One-Pilots-Worldwide-Skeleton-Clique-Backpack-61a30524633cfcda38428b25,0,0,0.00,1,47,"[0,0,28,23,54,66,28,28,18,15,28,18]",2023-03-29,"Image pack, Image",commercial,Organic
grinch tins,46,46,40,19,0.00,https://poshmark.com/listing/Grinch-containers-63743b5792e4919fda5c8f15,0,0,0.00,1,2510000,"[9,9,81,9,0,0,9,18,9,100,100,18]",2023-03-13,"Image pack, Reviews, Video, Image",informational,Organic
the somerset maxi dress,22,22,260,45,1.31,https://poshmark.com/brand/Anthropologie-Women-Dresses-Maxi--color-Green,0,0,0.00,1,65,"[5,8,8,16,100,45,20,20,16,13,6,10]",2023-03-16,"Knowledge panel, Image pack, Video, Image, Shopping ads","informational, transactional",Organic
bridgets pet resort,78,78,140,21,3.02,https://poshmark.com/brands,0,0,0.00,0.02,97,"[65,65,100,100,100,65,34,19,26,11,3,3]",2023-03-25,"Knowledge panel, Video, Video Carousel, People also ask, FAQ",navigational,Organic
long sleeve black sequin mini dress,10,10,50,19,0.00,https://poshmark.com/browse/long-sleeve-sequin-black-dress,1,0,0.00,1,88,"[14,14,14,14,14,14,78,78,78,78,14,14]",2023-03-28,"Image pack, Video, Image",commercial,Organic
70s shoes with bell bottoms,15,15,260,20,0.00,https://poshmark.com/browse/vintage-70's-bell-bottom-jeans,1,0,0.00,1,70,"[35,28,28,28,35,44,54,81,23,18,35,66]",2023-03-30,"Image pack, Video, Image, People also ask",commercial,Organic
pullover poncho sweater,16,16,70,30,0.44,https://poshmark.com/browse/black-knit-poncho-sweater,0,0,0.00,1,71,"[26,19,11,7,7,7,19,15,34,53,80,42]",2023-03-17,"Image pack, Video, Image, AdWords bottom, People also ask, FAQ","informational, transactional",Organic
reverse mocha box,38,38,70,10,0.00,https://poshmark.com/listing/Travis-Scott-reverse-mocha-AJ1-Low-size-12-new-in-box-6372f2c84bd7602234459d91,0,0,0.00,0.63,97,"[5,11,17,64,0,64,100,11,11,11,64,64]",2023-03-22,"Image pack, Site links, Video, Image, Video Carousel, People also ask",informational,Organic
skimmer shoes,27,27,140,11,0.39,https://poshmark.com/browse/Chooka-Duck-Skimmer-Shoes,0,0,0.00,1,4100000,"[53,65,80,80,53,53,53,53,53,53,42,53]",2023-03-22,"Image pack, Video, Image",commercial,Organic
giovanni facial prime and setting mist,27,27,110,19,0.49,https://poshmark.com/listing/Giovanni-calming-facial-prime-setting-mist-spray-620ebd622f3d19a07ec5cdc3,0,0,0.00,1,72,"[66,66,42,33,33,42,33,33,52,52,52,52]",2023-03-17,"Knowledge panel, Image pack, Video, Image, People also ask","informational, transactional",Organic
junior seau shoes for sale,9,9,40,12,0.00,https://poshmark.com/listing/Junior-Seau-Nike-Air-Mission-shoes-sz-105-5d50a87c08d2c2666ebe0097,0,0,0.00,0.94,18,"[11,11,11,11,11,11,64,11,11,11,64,11]",2023-03-25,"Image pack, Video, Image",transactional,Organic
junior seau shoes for sale,8,8,40,12,0.00,https://poshmark.com/listing/Nike-Air-Mission-Junior-Seau-Shoes-m9w105-5e5c0ad8fe19c702c9c50658,0,0,0.00,0.94,18,"[11,11,11,11,11,11,64,11,11,11,64,11]",2023-03-25,"Image pack, Video, Image",transactional,Organic
nydj marilyn corduroy pants,6,6,20,16,1.45,https://poshmark.com/browse/nydj-corduroy-jeans,0,0,1.00,1,42,"[100,66,66,66,66,66,66,66,66,66,66,66]",2023-03-12,"Image pack, Video, Image, People also ask",commercial,Organic
mooose knuckle,38,38,50,45,0.81,https://poshmark.com/brand/moose%20knuckle,0,0,0.00,1,3540000,"[1,0,0,0,0,0,0,0,100,0,0,0]",2023-03-25,"Knowledge panel, Image pack, Site links, Image, Video Carousel, FAQ",informational,Organic
air jordan 14 retro ferrari,6,6,70,31,0.00,https://poshmark.com/browse/jordan-retro-14-ferrari,2,0,0.00,1,35,"[100,18,18,18,18,100,100,18,100,100,81,45]",2023-03-24,"Knowledge panel, Image pack, Site links, Video, Image, People also ask",informational,Organic
pink peony vs strawberry milkshake,8,8,50,13,0.00,https://poshmark.com/listing/Lululemon-Back-In-Action-Long-Sleeve--Strawberry-Milkshake-63ed8d025d686bd1aabc19c1,1,0,0.00,0,20,"[0,0,0,0,0,0,4,66,100,9,52,52]",2023-03-29,"Image pack, Site links, Video, Image",informational,Organic
jordan 11 hurricanes,21,21,30,2,0.00,https://poshmark.com/listing/Air-Jordan-11-Miami-hurricanes-5f24bf4a2a1eff9ae73beb96,0,0,0.00,0.81,52,"[9,9,9,9,9,9,9,52,9,9,9,9]",2023-04-04,"Image pack, Site links, Video, Image",informational,Organic
black and white nike jordans,4,4,590,30,0.39,https://poshmark.com/browse/black-and-white-jordans,38,0,14.00,1,59,"[24,24,1,2,2,20,2,79,30,41,24,10]",2023-04-04,"Image pack, Site links, Video, Image, People also ask",commercial,Organic
ava rosey,30,30,50,20,0.00,https://poshmark.com/listing/Ava--Viv-paper-bag-waist-Rosey-pink-highrise-pants-size-22W-63de622ccd6d906b6043bec5,0,0,0.00,0,1160000,"[0,0,0,100,0,0,0,0,0,8,4,0]",2023-03-17,,informational,Organic
disney princess dress up clothes,27,27,110,44,0.49,https://poshmark.com/browse/kids-disney-princess-dresses,0,0,0.00,1,76,"[15,26,19,34,53,42,26,42,100,53,19,15]",2023-03-25,"Image pack, Site links, Video, Image, FAQ",commercial,Organic
raiders mini fridge,14,14,260,22,0.30,https://poshmark.com/listing/Mini-fridge-raider-619e9107941f1784301daeb0,1,0,0.00,1,83,"[66,43,54,43,43,29,81,54,43,66,81,66]",2023-03-20,"Image pack, Video, Image",commercial,Organic
dog crocodile costume,42,42,260,25,0.32,https://poshmark.com/listing/Crocodile-dog-costume-63613f31046d745a41c28752,0,0,0.00,0.95,87,"[4,4,3,2,4,11,20,46,68,4,4,3]",2023-03-16,"Image pack, Video, Image, People also ask","commercial, informational",Organic
nerf icon series,29,29,170,32,0.00,https://poshmark.com/listing/NERF-NStrike-Stampede-ECS-ICON-Series-Sealed-New-in-Box-618c860df9c382e103f1e193,0,0,0.00,1,53,"[35,44,28,35,35,35,23,18,23,35,28,23]",2023-04-05,"Knowledge panel, Image pack, Site links, Video, Image, People also ask",informational,Organic
mens button up cardigan sweater,6,6,40,50,0.50,https://poshmark.com/browse/mens-cardigan-button-down-sweaters,1,0,0.00,1,34400000,"[28,12,12,6,12,21,9,15,15,12,0,3]",2023-04-04,"Image pack, Video, Image, People also ask",commercial,Organic
pho spoons,37,37,320,30,0.29,https://poshmark.com/listing/Pho-spoons-638691808bb2e2f0f074f1b1,0,0,0.00,1,85,"[30,20,16,16,20,20,24,24,20,36,45,36]",2023-03-24,"Site links, Reviews, Video, Image, AdWords bottom, People also ask",commercial,Organic
mexican wool blankets,79,79,480,28,0.47,https://poshmark.com/listing/Wool-Mexican-Blanket-Vintage-618348d1bb59375d80180a90,0,0,0.00,1,4480000,"[13,24,13,13,10,13,36,67,67,67,45,30]",2023-03-30,"Image pack, Video, Image, People also ask",commercial,Organic
fisher price fence,15,15,30,22,0.00,https://poshmark.com/listing/Fisher-Price-farm-play-fence-piece-606b66b2ce5f1cbdaeb9300d,0,0,0.00,1,48,"[17,0,64,11,11,11,11,11,11,11,11,11]",2023-03-17,"Image pack, Video, Image, People also ask",transactional,Organic
trae young prizm psa 10,37,37,40,3,0.00,https://poshmark.com/listing/Trae-Young-201920-Panini-Prizm-PSA-10-GEM-MINT-2nd-Year-Atlanta-Hawks-31-625736efb6d825d9a46df3e1,0,0,0.00,0.66,60,"[27,18,18,18,18,18,18,18,18,18,100,100]",2023-03-17,"Image pack, Video, Image",commercial,Organic
jill jill stuart women's one shoulder floral print gown,3,3,50,11,0.00,https://poshmark.com/brand/Jill_Stuart-Women-Dresses-One_Shoulder,4,0,0.00,1,29,"[0,0,0,0,100,100,100,100,18,18,18,100]",2023-03-29,"Image pack, Image, AdWords bottom, Shopping ads",commercial,Organic
mens necklace fashion,29,29,40,59,1.48,https://poshmark.com/browse/mens-necklaces-fashion,0,0,0.00,1,52200000,"[12,6,6,3,100,3,0,6,0,3,0,3]",2023-03-26,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
metallic mystery micro mart,13,13,50,25,0.00,https://poshmark.com/listing/Shopkins-Real-Littles-Metallic-Mystery-Micro-Mart-61cd0933c693bdef1a03dfb9,0,0,0.00,0.84,34,"[82,29,41,11,23,17,17,41,52,41,11,11]",2023-04-03,"Knowledge panel, Image pack, Video, Image, Video Carousel","informational, transactional",Organic
pink poppy and starfruit,10,0,110,10,0.50,https://poshmark.com/listing/Kindred-Goods-Pink-Poppy--Starfruit-Set-of-2-639b89639464f3c9cc744e6d,2,0,1.00,0.96,51,"[52,52,52,52,52,52,33,33,52,100,42,52]",2023-04-07,"Video, Image, Indented, Related searches","informational, transactional",Organic
power shot a400,82,82,110,33,0.00,https://poshmark.com/listing/Canon-Powershot-A4000-IS-Digital-Camera-6079c496463d4f00c66898cd,0,0,0.00,0.07,1150000,"[100,23,100,23,23,23,23,43,23,0,0,0]",2023-03-18,"Knowledge panel, Video, Image, People also ask",informational,Organic
taco bell belt,18,18,110,18,0.00,https://poshmark.com/listing/Taco-Bell-Adjustable-Metal-Slide-Clip-Belt-5fd96237045e398bd43944e7,0,0,0.00,0.91,16300000,"[42,42,100,34,53,65,42,53,34,42,34,34]",2023-03-29,"Image pack, Site links, Video, Image, People also ask",informational,Organic
taco bell belt,19,19,110,18,0.00,https://poshmark.com/listing/Taco-Bell-Team-Member-Belt-and-Buckle-Appr-56-5e77d22e22bd7c01c3706ee5,0,0,0.00,0.91,16300000,"[42,42,100,34,53,65,42,53,34,42,34,34]",2023-03-29,"Image pack, Site links, Video, Image, People also ask",informational,Organic
